Teks_Aspirasi,Biro / Unit
poliklinik beri layan yang baik dalam tangan pasien,poliklinik
ruang kelas milik meja kursi yang jelek kurang pada,uppk
baka skkk lama proses,baka
internet yang kadang error,puskom
layan skkk yang masih kurang dan lama dan malah buat orang lain kurang skkk karena batas acara,baka
obat yang beri sangat banyak variasi dan sangat mudah untuk dapat layan di poliklinik,poliklinik
bantu uang yang beri oleh baka sangat bantu mahasiswa yang milik masalah dengan uang perhati yang beri oleh baka kepada mahasiswa juga sangat di apresiasi,baka
banyak toilet di petra yang masih bilang kotor seperti di eh tisu toilet juga seringkali tidak sedia,uppk
mohon teliti sama sudut pandang dalam baka itu sendiri karena sering putar putar karena dapat beda dalam suatu studi kasus tapi terima kasih untuk kuliah itu revisi yang sangat bangun acara di universitas kristen petra,baka
mohon timbang lagi untuk bayar buat ktm karena sudah banyak bayar yang laku khusus untuk kuliah itu sendiri,baak
layan poliklinik sampai saat ini dapat bilang baik ada mudah untuk obat sini ha dengan modal ktm sangat bantu mahasiswa,poliklinik
wifi gedung agak lambat,puskom
parkir gedung kecil,ukk
poliklinik beri layan yang baik dalam tangan pasien,poliklinik
untuk di beberapa toilet belah lift dan gedung kurang jaga bersih,uppk
parkir kurang dekat dalam gedung namun kuantitas baik shuttle oke giat oke,ukk
lebih tingkat lagi dalam mudah jangkau biro agar ada masalah dapat dengan baik lapor dan atas,baka
lebih mudah cara jam buka dan administrasi,baak
sangat baik asal bawa ktm jamin sehat penuh terima kasih poliklinik,poliklinik
cepat internet wifi petra bagus,puskom
jangkau wifi kurang luas,puskom
proyektor ruang c rusak,uppk
taruh lokasi poliklinik lebih strategis lebih lihat,poliklinik
parkir di gedung sudah lebih baik karena sudah di pindah dan tidak jauh anti hujan tapi lebih baik kalau di pindah ke lagi,ukk
di gedung sangat sempit kurang luas dan banyak motor yang semena mena,ukk
beri mudah dalam dapat skkk mas dan mudah ijin panitia,baka
parkir gratis sangat mudah bagi mahasiswa yang bawa kendara,ukk
ruang kelas ber ac buat mahasiswa dapat aktivitas di dalam kelas dengan nyaman,uppk
toilet akan lebih baik jika sedia tisu dan harum ruang,uppk
parkir di area gedung petra kerap kali penuh parkir basement gedung mungkin bisa buka untuk mahasiswa,ukk
saran pihak baka kirim email kepada mahasiswa untuk ingat ada biaya yang belum bayar serta konfirmasi bila mahasiswa sebut sudah bayar,baka
saran telah prs divalidasi ada layan untuk benah pilih lebih dahulu belum prs hal ini akan bantu mahasiswa semester dan,baak
tugas dan dokter yang ada di poliklinik kurang ramah dan kurang senyum,poliklinik
ruang pustaka nyaman,perpustakaan
kantin sedia makan sehat,kantin
internet di gedung lambat,puskom
kursi ruang kelas gedung kurang nyaman,uppk
proses aju skkk eksternal terlalu kompleks,baka
beasiswa harus beri kepada mahasiswa prestasi tiap semester,baka
tugas baak harus lebih ramah,baak
tugas poliklinik kurang ramah parah mahasiswa yang sedang sakit,poliklinik
ruang kelas di gedung sudah cukup bersih nyaman dan dingin,uppk
makan di kantin sekarang sudah lebih variasi,kantin
toilet di gedung kotor dan becek terkadang juga agak bau,uppk
skkk keluar lama jadi mungkin bisa lebih baik,baka
poliklinik sudah bagus tangan cepat serta profesional,poliklinik
internet di universitas kristen petra cepat,puskom
makan di kantin juga enak dan murah,kantin
bersih toilet harus perhati,uppk
tempat parkir terlalu jauh,ukk
ruang kolaboratif di pustaka harus tambah karena terlalu sedikit,perpustakaan
baik pemberitahuan kena beasiswa dan bantu uang lebih diberitahukan lebih banyak agar mahasiswa banyak yang tahu,baka
mudah layan jika jadi hilang ktm dan kena informasi akademik dan transkrip nilai,baak
baik poliklinik juga buka di atau agar lebih dekat,poliklinik
internet gratis bagus,puskom
shuttle banyak,ukk
jangan terlalu banyak prosedur yang belit,baka
bantu proses administrasi,baak
pustaka nyaman guna untuk tunggu kelas sambil ajar baca buku,perpustakaan
banyak kantin sehingga variasi tidak bosan,kantin
parkir motor di gedung sempit,ukk
toilet terkadang air mati,uppk
di beberapa area tentu internet kadang putus,puskom
skkk biasa lemot keluar di sim,baka
saran saya banyak beasiswa dengan target ke mahasiswa yang cara ekonomi kurang mampu,baka
proses layan administrasi akademik sudah baik,baak
tingkat ramah staf baak agar mahasiswa tidak rasa enggan ke sana,baak
buka cabang atau macam apotek kecil di gedung lain,poliklinik
buat acara amal sehat yang tarik minat mahasiswa untuk obat ke poliklinik,poliklinik
terima kasih untuk para satpam yang peka bantu menyebrangkan mahasiswa,ukk
ruang kelas seperti studio di view pandang bagus sehingga nyaman guna ajar,uppk
kantin gedung harga lebih mahal daripada kantin lain,kantin
lift di gedung sering masalah,uppk
toilet perempuan belum ada tisu padahal kadang sangat perlu,uppk
staf di baka ada beberapa yang kurang ramah hadap mahasiswa,baka
layan informasi beasiswa sudah uptodate terus banyak beasiswa agar bantu mahasiswa yang sulit,baka
untuk guna situs sim lentera sudah baik namun kadang kalender akademik telat baru,baak
server terus tingkat agar mudah proses prs,baak
tambah cabang di gedung lain agar mudah untuk mahasiswa yang ingin obat,poliklinik
buat publikasi atau dokumentasi untuk promosi poliklinik ke mahasiswa,poliklinik
variasi makan di kantin lebih banyak sehingga tidak mudah bosan,kantin
ruang kelas sudah lengkap dengan ac yang dingin sehingga enak guna untuk ajar,uppk
harga makan di kantin cenderung lebih mahal,kantin
pustaka kadang di jam siang terlalu ramai,perpustakaan
koneksi internet di gedung kadang lag bahkan putus,puskom
beberapa lift di gedung sering sedang dalam baik,uppk
parkir mobil di anta jauh dan sering buat mobil saya kotor karena hujan dan debu,ukk
informasi beasiswa sudah uptodate lalu email,baka
mungkin bisa buat sistem antre daring agar student service tidak penuh,baak
lebih sering untuk ada acara promosi putar sehat untuk tarik minat mahasiswa,poliklinik
koleksi buku di pustaka banyak dan lengkap juga nyaman namun kadang terlalu dingin,perpustakaan
toilet di gedung sudah bersih mungkin perlu tambah tisu untuk toilet cewek,uppk
shuttle kadang terlalu lama tunggu tumpang akhir kadang telat kelas,ukk
parkir anta saat musim hujan becek dan buat mobil kotor,ukk
beasiswa banyak luas jangkau untuk mahasiswa yang kurang mampu,baka
skkk di sim kadang tidak update lama bulan bulan,baka
layan administrasi sudah sangat bantu mahasiswa,baak
mungkin perlu untuk tambah cabang pol di gedung lain agar lebih mudah jangkau,poliklinik
tingkat kualitas fasilitas sehat dokter dan obat,poliklinik
layan shuttle sudah baik dalam antar mahasiswa mungkin banyak saja,ukk
awas kampus masih kurang karena ada jadi curi laptop yang tidak urus,ukk
ada poin skkk yang tarik kembali tetapi tidak beri alas jelas,baka
mungkin banyak di gedung lain agar untuk obat lebih mudah,poliklinik
ruang kelas selalu bersih karena cleaning service yang giat bersih kursi besi di gedung tidak nyaman guna lama jam ajar bahkan pernah luka karena kena paku,uppk
toilet khusus di kj kadang bau tidak sedap,uppk
lift di gedung tuju pustaka pernah masalah,uppk
parkir mobil mungkin bisa pindah ke gedung agar lebih dekat dengan kampus,ukk
koneksi internet di universitas kristen petra masih belum optimal karena sering putus dengan sendiri,puskom
baka kes ribet dalam urus revisi proposal maupun lpj kadang ada beda pandang dapat dari urus sendiri,baka
terkadang ada salah input poin skkk sehingga dobel,baka
layan dalam hal administrasi dan info akademik sudah informatif dan bantu,baak
poliklinik baik buka cabang di gedung lain agar mahasiswa tidak malas jalan ke sana,poliklinik
antre ketemu dokter kadang lama padahal tidak banyak pasien,poliklinik
layan fasilitas sistem elektronik kena bayar di kantin atau tempat lain yang masih belum pada saya wakil rekan mahasiswa sudah sampai hal ini langsung ke kaprodi informatika moga dalam waktu dekat teliti kena emoney kartu tanda mahasiswa dapat segera laksana untuk maju digital leader yang manfaat teknologi informasi tanpa batas tatap muka dengan orang sekitar terima kasih,kantin
mampu jawab ta dan beri kesan baik untuk rekan mahasiswa yang ingin konsultasi kena giat mahasiswa aju skkk dan bagai,baka
masih guna kertas yang notabene tidak go green harap dalam waktu dekat sistem informasi dan kumpul data bisa laku lewat digital cara seluruh,baka
baik dari segi layan dalam minta aju kena bagi akademik,baak
terkadang staf lihat status ekonomi sosial sehingga dapat simpang dari sikap maupun layan yang mesti laku cara global dan seluruh,baak
tidak segan beri obat obat agar mahasiswa masyarakat dapat segera sembuh dari sakit,poliklinik
terkadang terlalu banyak obat belum tentu buat pasien jadi sembuh,poliklinik
tingkat kualitas shuttle sangat rasa semester ini banding dengan tahun belum hal ini bukti dengan kurang jumlah mahasiswa yang tunggu shuttle tiba cara drastis jika banding dengan tahun lalu,ukk
layan toilet kurang perhati sedia tisu saya rupa guna toilet gedung dan lama tahun saya kuliah belum pernah lihat ada sedia tisu di tiap kabin toilet,uppk
proses aju proposal giat yang cukup lebih cepat banding tahun belum,baka
tuju dan cair dana dari lpj giat masih golong lama sampai bulan lebih,baka
sim dapat akses dengan mudah dan jarang nge error,baak
layan buat ktm hilang masih golong dengan antre yang cukup panjang dan lama,baak
serta sedia obat obat yang cukup lengkap,poliklinik
layan resepsionis dan dokter yang sudah cukup tanggap akan butuh mahasiswa yang sakit,poliklinik
kurang publikasi akan layan apa saja yang sedia oleh poliklinik sehingga mahasiswa kurang sadar akan ada poliklinik,poliklinik
fasilitas yang dapat di pustaka sudah sangat baik bukan ha buku yang lengkap tetap juga fasilitas seperti kursi yang nyaman musik terang dan juga minum yang mana dapat buat mahasiswa mahasiswi rasa nyaman dan akan lebih produktif,perpustakaan
toilet yang guna kadang bau dan air yang ada sering alir keluar dan buat becek,uppk
internet saya percaya kalau universitas kristen petra sudah beri layan internet yang baik tapi sering sekali lemot,puskom
ruang kelas yang sedia sudah nyaman dan buat mahasiswa mahasiswi lebih fokus untuk ajar,uppk
informasi yang beri sudah sangat baik dan bantu mahasiswa dalam cari informasi khusus dalam hal beasiswa yang sedia,baka
sudah ada alur yang baik dalam lpj dan sangat mudah,baka
layan dalam proses skkk cukup lama tunggu,baka
layan dalam urus ktm yang hilang sangat mudah dan layan yang beri sangat baik,baak
layan yang beri dokter sangat ramah,poliklinik
kadang obat yang beri tidak mujarab dan tidak sesuai,poliklinik
parkir sepeda motor gedung sudah baik,ukk
makan di kantin dan sudah enak,kantin
internet tidak stabil sehingga kurang bisa guna,puskom
ruang kelas gedung kurang dingin ac kursi banyak yang rusak,uppk
toilet kadang sabun tidak ada,uppk
baka sudah baik dalam layan mahasiswa untuk perlu mahasiswa,baka
layan baak sudah baik dan sangat bantu untuk urus administrasi,baak
ada fasilitas air isi ulang yang bantu mahasiswa,uppk
sedia banyak kursi di lorong atau selasar untuk ajar,uppk
internet di kampus cepat dan bantu kuliah,puskom
kelas di gedung lantai ada yang lcd warna tampil jadi kuning hijau pink,uppk
loker di pustaka sudah tua sehingga kadang sulit buka,perpustakaan
internet kampus tidak mengcover semua gedung seperti dan sinyal kurang bagus,puskom
situs sim dan lentera bantu proses ajar kuliah,baak
situs sim tidak ada tampil untuk versi ponsel sehingga repot jika akses lewat ponsel,baak
sanitasi bersih,uppk
fasilitas di lab komputer lengkap,puskom
wifi atau internet lambat,puskom
obat dan layan gratis,poliklinik
pernah salah kasih obat atau malpraktik,poliklinik
parkir motor nyaman luas tutup,ukk
pustaka nyaman wifi cepat ada tempat untuk tidur dan istirahat ada kafe,perpustakaan
toilet hampir semua gedung bersih dan nyaman jika ada rusa baik cepat,uppk
koleksi buku yang bukan untuk akademik banyak yang lawas tidak update seperti buku rohani,perpustakaan
parkir batas sempit,ukk
baka sangat bantu dalam beri informasi kena beasiswa,baka
layan baka dalam proses skkk sangat lama,baka
layan di baak sangat bantu dalam ganti ktm yang hilang,baak
situs sim dan lentera seringkali tidak update dan error,baak
layan poliklinik sangat bantu dalam obat mahasiswa dan juga tidak pungut biaya,poliklinik
layan spesialis batas,poliklinik
proses untuk urus skkk sekarang jadi lebih mudah,baka
terkadang layan mereka jadi sangat lama utama jika hubung dengan beasiswa dan skkk aktif prestasi,baka
ganti ktm yang hilang dengan proses yang sangat cepat,baak
bantu dalam beri layan sehat bagi mahasiswa tanpa pungut biaya,poliklinik
kurang bisa baca situasi darurat dan terlalu kaku dalam ikut prosedur sehingga tidak bisa tanggap ketika mahasiswa alami suatu celaka di saat pol belum buka,poliklinik
layan staf di puskom sangat ramah,puskom
layan staf pustaka bagi mahasiswa skripsi sangat baik dan bantu dalam cari jurnal dan buku,perpustakaan
tempat sampah yang sudah sedia di tempat yang strategis,uppk
layan pol universitas kristen petra sangat baik,poliklinik
ruang audio visual dan auditorium yang bantu dalam acara besar,uppk
dapat beberapa ruang di yang fasilitas kurang ac mati dan kursi banyak coret tidak awat,uppk
taman yang ada di depan tidak awat dengan baik,uppk
toilet yang belum lengkap dengan tisu dan juga di beberapa gedung ada yang alami rusa,uppk
internet yang belum sampai di beberapa area petra lantai gedung tidak terlalu lancar beberapa area di pustaka juga kurang lancar,puskom
harga makan yang di kantin lebih mahal dan belum variasi,kantin
lingkung di sekitar ruang bem uppk dll masih belum awat banyak kucing yang buang kotor di sana layan cleaning service harus lebih tingkat di tempat seperti ini,uppk
baka sangat bantu dalam layan beasiswa dan juga lomba serta bantu uang,baka
layan baka kena proposal dan juga skkk kadang tidak tentu,baka
layan di baak sangat bantu dalam proses ktm yang hilang proses ambil ijazah alumni legalisir,baak
dalam ubah data mahasiswa butuh proses yang lama,baak
layan staf poliklinik sangat bantu dalam beri resep obat dan juga kiat jalan pola hidup yang sehat gratis juga buat mahasiswa,poliklinik
tempat pol yang jauh bagi civitas yang laku tugas di gedung dan,poliklinik
tempat parkir gedung luas sehingga mudah dapat tempat parkir,ukk
toilet gedung eh seringkali bau tidak enak dan kotor,uppk
baka bantu mahasiswa dengan beberapa kali ingat tentang informasi beasiswa skkk lalu email,baka
layan baka dalam proses skkk cukup lama,baka
layan oleh baak sangat ramah dan bantu beri informasi yang butuh,baak
situs lentera kadang sulit akses ketika banyak orang sedang akses situs sama,baak
fasilitas poliklinik cukup baik untuk obat mahasiswa dan warga sekitar,poliklinik
lokasi poliklinik yang cukup jauh dari pusat universitas sehingga tidak bisa dengan cepat obat ke poliklinik,poliklinik
makan di kantin jangkau,kantin
internet di universitas kristen petra lemot di jam sibuk,puskom
sedia isi ulang air minum tidak rata di tiap gedung,uppk
baka bantu proses urus beasiswa,baka
layan di baka kurang ramah,baka
baak bantu dalam proses pinjam ruang,uppk
proses legalisir khs yang cukup lama,baak
layan poliklinik sangat bantu mahasiswa yang dari luar kota dan kos dengan universitas kristen petra,poliklinik
obat yang beri terkadang tidak efektif,poliklinik
cukup tanggap dalam tangan administrasi mahasiswa,baka
ruang kerja yang cukup lihat padat sehingga saat masuk lihat ruang sempit,baka
informatif saat ada mahasiswa butuh informasi akademik,baak
obat yang dapat untuk mahasiswa sangat jamin kualitas,poliklinik
sangat jauh jika ada mahasiswa yang sakit di gedung,poliklinik
kantin gedung juga bersih dan kerja juga rajin bersih meja kursi,kantin
toilet masih cenderung kotor dan jarang bersih mungkin hari cuma x saja,uppk
baka bantu dalam konsultasi acara,baka
layan baka yang masih cenderung lama,baka
internet yang masih sangat lemot,puskom
sangat tolong mahasiswa yang butuh bantu uang,baka
sangat bantu mahasiswa yang dadak sakit dan butuh tangan yang cepat,poliklinik
untuk motor indoor gedung,ukk
jaga parkir mau benah siswa yang parkir sembarang rapi,ukk
sudah ramah lingkung dengan tidak sedia tisu,uppk
cleaning service sudah taruh tanda basah ketika toilet sedang bersih,uppk
ac fungsi dengan normal,uppk
layan parkir jarak terlalu jauh kampus utara,ukk
beri garis untuk mudah parkir,ukk
karcis yang seperti buang buang kertas saran cukup masuk dan keluar tunjuk stnk,ukk
layan parkir terlalu sempit gedung,ukk
tidak ada wadah alat untuk ering tangan yang bersih terkadang sabun di tempat cuci tangan habis bisa lebih sering intensitas bersih seperti siap,uppk
kelas yang tutup buat siswa tunggu di depan kelas yang akibat lorong penuh di jam masuk kelas gedung lantai saran tetap buka tetapi akses listirk nyala ketika dosen aktif mikrofon proyektor atau proyektor yang tidak kerja dengan maksimal dapat ganggu giat ajar ajar,uppk
terkadang skkk yang keluar bisa hambat,baka
aktif ta ketika masuk ke student service sehingga mahasiswa nyaman,baak
sistem ganti ktm terlalu rumit,baak
gratis dalam bantu yang sakit,poliklinik
lokasi pol jauh buat malas,poliklinik
internet cukup lancar,puskom
ukk kurang maksimal beri layan pada mahasiswa,ukk
baik dokter komunikasi lebih pada pasien contoh saat ukur suhu dan tensi pasien diberitahu hasil dokter beri tahu pantang makan minum pada pasien tanpa perlu pasien yang ta,poliklinik
sayang jam layan pustaka tidak sampai malam,perpustakaan
buku di pustaka cukup lengkap,perpustakaan
baka sangat kooperatif dalam bantu mahasiswa dengan beasiswa,baka
layan baka dalam keluar harga ekstrakurikuler cukup lama,baka
layan di baak sangat bantu untuk administrasi kuliah,baak
layan poliklinik cukup bantu civitas akademika yang perlu tolong medis,poliklinik
internet universitas kristen petra cepat untuk download dan upload,puskom
internet universitas kristen petra kurang stabil dan tidak jangkau beberapa tempat,puskom
kolaboratif ruang nyaman untuk guna ajar sama atau rapat,perpustakaan
kantin makan agam dan cukup murah,kantin
parkir motor tidak semua ada atap sehingga motor basah telah hujan,ukk
bantu dalam pinjam barang butuh panitia seperti scanner,baka
staf baka kurang ramah,baka
kamar mandi gedung biasa closet ada bekas jejak sepatu,uppk
baka guna sistem daring dan lebih atur,baka
harus tunggu waktu yang lama bahkan perlu ada orang dalam untuk menindaklanjuti skkk agar cepat keluar,baka
bantu mahasiswa untuk ganti ktm yang hilang,baak
beberapa hal dalam situs lentera tidak diupdate,baak
mahasiswa tidak pungut biaya saat obat,poliklinik
tunggu terlalu lama ada beberapa dokter yang remeh sakit mahasiswa dan anggap ha halusinasi obat yang beri juga batas dan terkadang asal beri,poliklinik
kantin gedung menu juga biasa saja dan beberapa mahal kurang variasi dll,kantin
cepat internet masih kurang kalau banyak mahasiswa,puskom
untuk bagi dokter jika ada masalah sakit lebih buat jadi baik karena kadang sakit ini tidak sesuai periksa kadang obat beda sama sakit,poliklinik
toilet gedung bersih cahaya dan ventilasi cukup tidak pengap dan lembab jadi berani ke toilet,uppk
parkir gedung lapang sesuai kapasitas,ukk
parkir gedung sempit sekali tidak perhati layout motor sering kena lecet karena terlalu mepet,ukk
pustaka mungkin desain ruang terlalu tua kalau interior buat lebih gaya cantik bisa jadi minat unjung akan tingkat,perpustakaan
layan tolong perhati salah satu karyawan sangat tidak rendah hati emosi ke mahasiswa banyak rekan yang dapat dengan nyata ini,baka
sim sering tidak update tentang uang maupun skkk,baak
wifi kencang,puskom
baka bantu lebih mudah untuk kumpul informasi beasiswa maupun kerja,baka
kurang diupdate informasi kena beasiswa,baka
jumlah tempat cuci tangan gedung batas ha sekitar alat saja yang nyala dari tiap tempat,uppk
pegawai baka baik dan responsif,baka
terkadang layan baka terlalu sering ingat sehingga kes sedikit ganggu,baka
terkadang tunggu terlalu lama untuk dapat layan legalisir berkas,baak
dokter poliklinik tidak kalah baik dengan dokter di puskesmas,poliklinik
layan poliklinik sangat bantu mahasiswa gedung dan,poliklinik
letak poliklinik terlalu jauh dan tidak strategis jika lihat dari gedung jika lihat dari rentan celaka mahasiswa gedung dan utama gedung lebih butuh poliklinik karena mereka milik ajar praktek yang guna alat seperti mesin potong gergaji paku palu dsb sehingga lebih baik poliklinik pindah ke salah satu gedung sebut tambah saya pernah alami celaka saat praktek mata kuliah dan butuh poliklinik namun karena jarak yang terlalu jauh saya tidak jadi ke sana,poliklinik
lokasi tunggu shuttle di gedung sangat nyaman karena dapat teduh dari hujan maupun panas karena letak di lobi,ukk
lokasi tunggu shuttle di dan tidak nyaman karena ketika hujan tunggu tidak bisa teduh jika bisa jarak dari lokasi tunggu dengan drop off terlalu jauh,ukk
jasa dalam urus proposal lpj dan skkk mahasiswa,baka
staf kurang ramah dan proses input skkk sangat lama,baka
ada lentera yang sangat bantu dalam pjj sekarang,baak
lentera sering error,baak
sangat bantu mahasiswa dalam obat dan tangan pertama,poliklinik
pol belum sedia di gedung,poliklinik
parkir universitas kristen petra sangat ketat untuk keluar masuk lebih aman daripada belum,ukk
jalan parkir dari gedung ke suka buang waktu,ukk
makan di kantin mahal dan porsi biasa tidak banyak,kantin
untuk cleaning service soal toilet mungkin bisa lebih rajin lagi karena itu sangat penting untuk gambar kampus,uppk
lingkung pol poliklinik bersih nyaman dokter yang tangan sabar baik,poliklinik
mungkin untuk kualitas obat ya saya kira bisa lebih perhati,poliklinik
ruang audio visual gedung nyaman dari sisi proyektor dan tempat duduk ruang audio visual gedung sangat sempit tempat duduk dan proyektor kualitas sangat jelek dan tidak layak guna,uppk
layan mahasiswa yang ta tentang panitia dengan ramah dan sabar,baka
ruang kurang rapi dan tidak tata sehingga timbul kesan tidak nyaman,baka
informasi yang beri di situs sim dan lentera sudah cukup lengkap,baak
situs sim dan lentera sangat lemot sehingga untuk upload file tidak bisa laku tepat waktu,baak
tidak perlu keluar biaya untuk dapat layan,poliklinik
antre poliklinik terlalu lama,poliklinik
saya rasa dari segi internet lingkup sudah cukup bagus tapi perlu tingkat cepat,puskom
saya rasa baka sudah gerak cepat dalam hadap situasi apa dan bisa beri solusi yang cepat kepada mahasiswa,baka
sama juga bisa gerak cepat dalam situasi yang tidak sangka contoh covid baak bisa buat server lentera dan sim tetap stabil,baak
saya rasa jam kerja baak bisa tambah karena biasa mahasiswa yang masih kuliah sudah tidak bisa ke baak atau baka karena sudah tutup,baak
layan poliklinik sangat bantu bagi mahasiswa yang sakit karena sehat itu mahal dan poliklinik petra bisa beri fasilitas itu ke mahasiswa dengan gratis atau tidak pungut biaya dan poliklinik juga bisa tambah cabang atau lingkup di universitas kristen petra agar mahasiswa yang jauh bisa jangkau,poliklinik
saya rasa poliklinik bisa tingkat ke tambah dokter spesialis karena masih banyak mahasiswa yang pu sakit yang tidak biasa sehingga perlu awat yang khusus di kampus,poliklinik
kantin dan milik variasi makan yang banyak dan harga standar,kantin
akses internet petra di gedung tambah baik dengan tambah repeater di beberapa sudut ruang agar dapat jangkau,puskom
toilet gedung sering buntu dan bau,uppk
di gedung kursi sudah sangat lama dosen yang bilang kalau kuliah pakai kursi itu dan banyak yang rusak bahkan beberapa kali lihat kasus sepatu sobek karena ada bagi bawah kursi yang patah sehingga jadi tajam,uppk
parkir motor gedung dan anta mobil terlalu jauh untuk mahasiswa di gedung,ukk
selalu update situs sim dan lentera,baak
layan di baak sangat bantu dalam ganti ktm yang hilang,baak
gratis untuk mahasiswa petra obat,poliklinik
pol terlalu jauh dari gedung dan,poliklinik
shuttle dari anta terlalu sedikit,ukk
baka cepat dalam tanggap keluh mahasiswa,baka
untuk kumpul lpj cukup ribet,baka
cepat dalam mengupdate hal yang baru di lentera,baak
cepat dalam tangan pasien mahasiswa di universitas kristen petra,poliklinik
internet universitas kristen petra di kj cepat,puskom
toilet gedung t lebih bersih,uppk
ruang kelas lebih nyaman ac proyektor sinar matahari,uppk
makan di kantin dan lebih variasi dengan harga jangkau sesuai,kantin
wifi universitas kristen petra mudah putus di gedung,puskom
toilet gedung t t kurang bersih beberapa fasilitas rusak,uppk
ruang kelas kurang nyaman karena ac yang panas,uppk
kantin terlalu mahal bagi mahasiswa,kantin
makan di kantin kurang variasi,kantin
sangat bantu dalam beri informasi kena skkk,baka
proses umum hasil skkk lama,baka
layan baak sangat bantu dalam mohon panjang waktu kumpul ijazah,baak
semester lalu lambat dalam update jadwal kuliah,baak
layan poliklinik sangat bantu mahasiswa yang butuh bantu saat itu juga,poliklinik
kantin jumlah tempat duduk cukup dan tidak pernah habis tempat dan kualitas produk bagus kursi dan meja,kantin
gedung milik suasana yang sejuk karena sangat buka olah satu dengan alam,uppk
proses skkk dan lpj sangat makan waktu,baka
server lentera dan sim lemot,baak
tidak pungut biaya dan bisa laku kece sehat,poliklinik
letak pol jauh dan kurang promosi,poliklinik
parkir sekarang sudah cukup lumayan tata lebih baik di gedung dan,ukk
parkir gedung luas namun kurang guna baik mungkin sehingga tidak fungsi maksimal,ukk
jumlah stan kantin di tiap gedung sudah cukup banyak varian,kantin
toilet pun cukup bersih dan cleaning service selalu standby beberapa jam toilet di gedung hampir semua tidak ada sabun di wastafel beda dengan dan,uppk
internet yang sekarang sudah jauh lebih baik kembang daripada dulu ada tingkat,puskom
kantin harga dan varian tidak sama dengan kantin lain sangat beda jauh dan tidak imbang dengan kantin di gedung lain,kantin
internet kurang pada jangkau pada titik tentu,puskom
info sudah cukup jelas di email atau di papan info cukup telaten dalam ingat umum di email yang ulang ulang,baka
layan kurang ramah dan sedikit lelet dan sulit tidak beri arah yang tepat apabila ta suatu soal yang kurang jelas,baka
baik server terkadang di jam yang tepat jam malam layan para staf juga sudah cukup ramah dan baik,baak
masih kurang pada apabila lentera guna untuk ajar daring atau uji daring selalu error apabila banyak yang guna,baak
informasi ktm yang temu orang lain terkadang kurang jelas sehingga orang yang sekira rasa hilang bingung dan tidak tahu mana ada terkadang pajang di beberapa tu jurus ada di dan,uppk
layan dokter cukup baik dan tolong,poliklinik
jam buka pol bisa kunjung tiap saat dan bersih ruang tunggu sudah cukup baik,poliklinik
info jam buka dan istirahat dan saat kembali buka kurang tepat waktu,poliklinik
layan kurang ramah kita bagai mahasiswa dan warga petra namun laku seperti orang dari luar petra cara bicara jaga yang di depan seringkali tidak baik saat ta,poliklinik
internet lemot dan kadang tidak bisa guna sama sekali,puskom
layan kena uang beasiswa cepat,baka
kembali uang panitia sangat lama,baka
transkrip nilai selalu up to tanggal,baak
kapasitas server situs sim kecil,baak
layan poliklinik gratis,poliklinik
tempat poliklinik kurang strategis,poliklinik
kantin di semua gedung di universitas sangat variasi dan bersih,kantin
toilet yang ada di semua gedung masuk gedung sangat bau dan tidak bersih sabun juga seringkali habis atau sangat cair,uppk
baka sangat bantu mahasiswa dalam beri informasi yang butuh beri informasi sangat jelas,baka
karena terlalu banyak acara yang ada kerja baka agak lambat sehingga bagi skkk juga hambat,baka
baak sangat cepat dalam merespon masalah yang lapor dan cepat dalam tanggulang,baak
proses ganti ktm yang hilang relatif lama,baak
poliklinik sangat bantu mahasiswa utama mahasiswa rantau yang tidak tahu apa sakit dan harus obat mana saat sakit,poliklinik
ruang poliklinik yang ada di basement sama tempat parkir cukup ganggu nyaman,poliklinik
parkir sepeda motor gedung dan terlalu jauh jangkau,ukk
ruang kelas yang selalu bersih tiap pagi mulai kelas fasilitas lengkap di tiap ruang kelas ruang kelas yang terkadang terlalu dingin ac fasilitas seperti proyektor sudah tidak pada rusak di beberapa ruang kelas,uppk
karyawan untuk buka ruang sering hilang belum jam istirahat sehingga sulit cari,uppk
baka sangat bantu dalam urus suatu alur giat,baka
layan baka dalam revisi sesuatu terkadang lama,baka
layan baak sangat bantu dalam urus hal tentu,baak
situs lentera sering error,baak
poliklinik jadi fasilitas sehat yang penting bagi mahasiswa,poliklinik
dokter poliklinik ada yang galak,poliklinik
ruang kelas di gedung cukup nyaman bersih,uppk
lift yang sedia di tiap gedung cukup pada jumlah namun lift gedung sering sedang dalam baik tiba,uppk
tempat parkir di gedung cukup luas,ukk
kantin di gedung dan cukup variasi dan harga jangkau,kantin
mudah untuk print di gedung dan karena ada puskom,puskom
toilet di pustaka bersih beberapa toilet di gedung kurang bersih bau tidak enak ada bocor juga jadi becek tidak sedia tisu padahal tempat tisu ada,uppk
dapat beberapa kelas di gedung yang masih guna kursi yang lama cukup keras bukan kursi yang biru,uppk
kantin gedung kurang variasi harga mahal,kantin
di gedung tidak ada tempat print,puskom
parkir di gedung buka sehingga saat hujan tetap hujan,ukk
baka sangat informatif karena sering beri info lalu email mahasiswa,baka
baka sangat lama dalam proses skkk,baka
layan baak cepat kena transkrip nilai,baak
situs lentera sering lemot lambat saat reload,baak
layan poliklinik sangat bantu tidak perlu bayar,poliklinik
poliklinik ha dan lokasi tidak strategis terlalu jauh ujung,poliklinik
